The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -0.000677701
Smallest slack in design: -0.0281008
Total slack in design: -16.3914
Total negative slack: 16.3914


Range		-2.8e-02 to -2.3e-02	-2.3e-02 to -1.7e-02	-1.7e-02 to -1.2e-02	-1.2e-02 to -6.2e-03	-6.2e-03 to -6.8e-04	Not analysed
Slacks in range		250			189			246			170			394			36

Net #	Driver_tnode	to_node	Slack

    0	 5557		    0	-0.018613
			 3641	-0.0206461
    1	 8148		    1	-0.01118
    2	15352		    2	-0.0192907
    3	 3656		    3	-0.0247123
    4	 3662		    4	-0.0149094
			  378	-0.013554
			  728	-0.0160613
			 1089	-0.0149094
			 1454	-0.0187721
			 1841	-0.013554
			 2243	-0.0149094
			 2920	-0.0155871
			 3272	-0.0149094
			 3988	-0.0142317
			 4371	-0.0155871
			 4712	-0.0174167
			 5049	-0.0142317
			 6076	-0.0162648
			 6427	-0.0142317
			 6799	-0.0142317
			 7235	-0.013554
			 7673	-0.0155871
			 8357	-0.013554
			 8745	-0.0142317
			 9102	-0.0142317
			 9452	-0.0155871
			 9815	-0.0142317
			10166	-0.0169425
			10752	-0.0155871
			11130	-0.0155871
			11555	-0.0162648
			11876	-0.0149094
			12185	-0.0155871
			14566	-0.0169425
			15011	-0.0162648
    5	15917		    5	-0.0020331
    6	15920		    6	-0.0020331
    7	 5556		    7	-0.0179353
			  364	-0.0179353
			 3627	-0.0179353
    8	  388		    8	-0.0267454
    9	 8146		    9	-0.0113835
			  371	-0.0113835
   10	15488		   10	-0.0030042
			  367	-0.0036819
			  737	-0.0040662
			 1087	-0.00569228
			 1451	-0.006777
			 1844	-0.0040662
			 2254	-0.0033885
			 2923	-0.00569228
			 3273	-0.00352384
			 3640	-0.00589579
			 3995	-0.00284614
			 4358	-0.0040662
			 5047	-0.0033885
			 6056	-0.0033885
			 6434	-0.00216844
			 6782	-0.0030042
			 7224	-0.0036819
			 7660	-0.0027108
			 8366	-0.0033885
			 8759	-0.0040662
			 9112	-0.00284614
			 9460	-0.0040662
			 9826	-0.0040662
			10159	-0.0027108
			10765	-0.0033885
			11138	-0.0040662
   11	 1100		   11	-0.0033885
			  373	-0.0020331
			  724	-0.0020331
			 1452	-0.00521809
			 1839	-0.0020331
			 2262	-0.0027108
			 2924	-0.0013554
			 3282	-0.0033885
			 3631	-0.0020331
			 3996	-0.0033885
			 4366	-0.00521809
			 4707	-0.00318499
			 5048	-0.00467573
			 6079	-0.0027108
			 6435	-0.0033885
			 6789	-0.00386269
			 7225	-0.0020331
			 7672	-0.0027108
			 8367	-0.00467573
			 8753	-0.00318499
			 9101	-0.00386269
			 9453	-0.00318499
			 9804	-0.00386269
			10165	-0.0060993
			10761	-0.0040662
			11129	-0.0040662
			11535	-0.00670883
			11874	-0.00521809
			12196	-0.00521809
			14565	-0.0054216
			14988	-0.0047439
   12	 5558		   12	-0.0172576
   13	  387		   13	-0.0247123
   14	 3655		   14	-0.0260677
			  369	-0.0247123
   15	  389		   15	-0.0027108
			 2654	-0.0254809
			 3646	-0.0020331
			12190	-0.000677701
   16	 3658		   16	-0.0247123
			  362	-0.0247123
   17	15905		   17	-0.0013554
   18	 3657		   18	-0.0247123
   19	  380		   19	-0.0267454
   20	   20		  359	-0.0247123
   21	   21		 2655	-0.0246679
			 3637	-0.0047439
			12176	-0.0027108
   22	   22		 2656	-0.0246679
			12177	-0.0020331
   23	   23		 2657	-0.0252774
			12178	-0.0013554
			15347	-0.0033885
   24	16067		   24	--
			  390	--
			  750	--
			 1106	--
			 1488	--
			 1869	--
			 2277	--
			 2941	--
			 3298	--
			 3664	--
			 4012	--
			 4383	--
			 5082	--
			 6093	--
			 6452	--
			 6820	--
			 7253	--
			 7690	--
			 8385	--
			 8766	--
			 9122	--
			 9469	--
			 9834	--
			10184	--
			10782	--
			11158	--
			12216	--
			12671	--
			13141	--
			13680	--
			14138	--
			14594	--
   25	  747		  356	-0.0267454
			 6064	-0.0281008
   26	 5553		  357	-0.0226792
			13662	-0.0220015
   27	 5554		  358	-0.0192907
			 3647	-0.0199684
   28	  745		  360	-0.0033885
			 2649	-0.0239902
			 3639	-0.0033885
			14107	-0.0013554
   29	  744		  361	-0.0047439
			 2650	-0.0246679
			 3632	-0.0040662
			14122	-0.0027108
   30	 8143		  363	-0.0113835
			 6080	-0.0113835
   31	  743		  365	-0.0260677
			 3649	-0.0260677
   32	 6092		  366	-0.0274231
   33	 8144		  368	-0.0113835
			 6081	-0.0113835
   34	 6090		  370	-0.0281008
   35	 5551		  372	-0.0192907
			  720	-0.0192907
			 3628	-0.0192907
   36	 3659		  374	-0.0247123
   37	15929		  375	-0.00216844
   38	15926		  376	-0.00182959
   39	15536		  377	-0.00149074
   40	 5552		  379	-0.0199684
			  721	-0.0199684
			 3645	-0.0199684
   41	  381		 2652	-0.0251421
			 3642	-0.00589579
			12653	-0.0027108
   42	  382		 2651	-0.0248032
			13661	-0.006777
   43	  383		 6062	-0.02539
   44	  384		 3635	-0.0226792
   45	  385		 6077	-0.0260677
   46	  386		 3638	-0.0267454
   47	 8142		  719	-0.014772
   48	 2940		  722	-0.0260677
   49	15935		  723	-0.00216844
   50	 2935		  725	-0.0220015
			 4723	-0.0220015
   51	 2931		  726	-0.0267454
			 4710	-0.0247123
   52	 2939		  727	-0.0260677
			 4715	-0.0274231
   53	 2936		  729	-0.0267454
   54	 1102		  730	-0.0281008
			 2925	-0.0274231
   55	 4749		  731	-0.0260677
			 2918	-0.0267454
   56	 8141		  732	-0.016895
   57	 4747		  733	-0.0274231
   58	 5550		  734	-0.021798
			 2919	-0.0224757
   59	 2934		  735	-0.0054216
			 2647	-0.0247578
			 4714	-0.00806423
			14578	-0.0013554
   60	 2933		  736	-0.0260677
   61	15932		  738	-0.0023265
   62	 5549		  739	-0.0213238
			 2917	-0.0220015
			 4740	-0.0220015
   63	 4748		  740	-0.0260677
			 2927	-0.0233569
   64	 8139		  741	-0.0155851
			 2926	-0.0147039
   65	 2938		  742	-0.0260677
   66	  746		 4706	-0.0240346
   67	  748		 2648	-0.0239902
			 2922	-0.0060993
			14111	-0.0033885
   68	  749		 4709	-0.0247123
   69	 4744		 1074	-0.0247123
   70	 5547		 1075	-0.0220015
			 4717	-0.0220015
   71	 8137		 1076	-0.0161274
   72	 8136		 1077	-0.0155851
   73	15947		 1078	-0.0020331
   74	 1478		 1079	-0.0267454
			 4711	-0.0260677
   75	15956		 1080	-0.00182959
   76	 5545		 1081	-0.0226792
			 4728	-0.0233569
   77	15953		 1082	-0.00149074
   78	 4746		 1083	-0.0247123
   79	 4742		 1084	-0.0240346
   80	15962		 1085	-0.00149074
   81	 5546		 1086	-0.0226792
			 4738	-0.0229726
   82	 1484		 1088	-0.0281008
			 4718	-0.0247123
   83	 5544		 1090	-0.0226792
			 1471	-0.0213238
			 4704	-0.0220015
   84	 4745		 1091	-0.0260677
   85	 4743		 1092	-0.0233569
			 1467	-0.0226792
   86	12215		 1093	-0.0267454
   87	 1094		 1463	-0.0060993
			 2642	-0.026452
			 4721	-0.0060993
			14563	-0.0043596
   88	 1095		 2643	-0.0261132
			 4729	-0.0088101
			14568	-0.000677701
   89	 1096		 4713	-0.0267454
   90	 1097		 2645	-0.0239902
			 4719	-0.0060993
			14573	-0.00454039
   91	 1098		 4739	-0.0220015
   92	 1099		 4724	-0.0226792
   93	 1101		 4716	-0.0220015
   94	 1103		 2915	-0.0267454
   95	 1104		 2644	-0.0245997
			 4705	-0.0060993
			14567	-0.00264263
   96	 1105		 4720	-0.0233569
   97	15980		 1453	-0.0016488
   98	 8133		 1455	-0.017957
   99	 4375		 1456	-0.02539
  100	15983		 1457	-0.0020331
  101	 4741		 1458	-0.0240346
  102	 1865		 1459	-0.0281008
			 4347	-0.0240346
  103	 4374		 1460	-0.0233569
  104	 4373		 1461	-0.02539
  105	 5078		 1462	-0.0267454
			 4365	-0.0220015
  106	 5541		 1464	-0.0233569
			 4369	-0.0240346
			 5067	-0.0247123
  107	15965		 1465	-0.0020331
  108	 8135		 1466	-0.0188382
			 4708	-0.0188382
  109	 4378		 1468	-0.0267454
  110	 4376		 1469	-0.0240346
  111	 4751		 1470	-0.0233569
  112	 5542		 1472	-0.0226792
			 4367	-0.0220015
			 5057	-0.0226792
  113	 1856		 1473	-0.0267454
			 4353	-0.02539
			 5063	-0.0267454
  114	 8134		 1474	-0.0181605
			 4735	-0.0127389
			12197	-0.0134166
  115	 5543		 1475	-0.0233569
			 4730	-0.0233569
  116	 4380		 1476	-0.02539
  117	 1477		 4734	-0.0267454
  118	 1479		 4737	-0.0206461
  119	 1480		 4357	-0.0174167
			 5069	-0.0174167
			 6798	-0.0180944
			 9091	-0.0174167
			10168	-0.0187721
			10766	-0.0187721
			11143	-0.0180944
			12174	-0.0174167
			12643	-0.0174167
			13114	-0.0187721
			13656	-0.016739
			14110	-0.016739
			14572	-0.0174167
  120	 1481		 2640	-0.0239902
			 4351	-0.006777
			 5055	-0.0115209
  121	 1482		 2641	-0.0242836
			 4731	-0.0074547
			14579	-0.0030042
  122	 1483		 4733	-0.0233569
  123	 1485		 2639	-0.0244644
			 4368	-0.0081324
			 5064	-0.0081324
  124	 1486		 4736	-0.0206461
			12194	-0.0220015
  125	 1487		 4732	-0.0233569
  126	16007		 1833	-0.00216844
  127	12201		 1834	-0.0206461
  128	 4381		 1835	-0.0226792
  129	 4379		 1836	-0.0088101
			 2638	-0.0242836
  130	15992		 1837	-0.00365918
  131	16001		 1838	-0.00216844
  132	 8129		 1840	-0.0186347
			 4349	-0.0125354
  133	 2268		 1842	-0.0281008
  134	 8130		 1843	-0.0174828
			 4354	-0.017957
  135	 4382		 1845	-0.0258642
  136	 5540		 1846	-0.0258642
			 4355	-0.0258642
  137	15023		 1847	-0.0226792
  138	 5538		 1848	-0.0267454
  139	10178		 1849	-0.0169425
  140	 2276		 1850	-0.0281008
			 4360	-0.0226792
			14571	-0.0220015
  141	 5539		 1851	-0.0240346
			 4372	-0.0226792
  142	 5536		 1852	-0.0260677
			 2264	-0.0247123
  143	 5537		 1853	-0.02539
  144	 8128		 1854	-0.0177762
			 4356	-0.0123546
			14561	-0.0116769
  145	14582		 1855	-0.0220015
  146	 1857		 4352	-0.0260677
  147	 1858		 4348	-0.0267454
  148	 1859		 4363	-0.0197649
