The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -0.000135338
Smallest slack in design: -0.0125819
Total slack in design: -16.8479
Total negative slack: 16.8479


Range		-1.3e-02 to -1.0e-02	-1.0e-02 to -7.6e-03	-7.6e-03 to -5.1e-03	-5.1e-03 to -2.6e-03	-2.6e-03 to -1.4e-04	Not analysed
Slacks in range		15			87			1160			1883			1118			173

Net #	Driver_tnode	to_node	Slack

    0	11308		    0	-0.0023265
			  366	-0.00196493
			 1111	-0.00289058
			 1531	-0.0013554
			 1873	-0.00374906
			 2609	-0.00250729
			 6556	-0.00365918
    1	 1890		    1	-0.00365918
			  381	-0.00481107
			 1123	-0.00639169
			 1523	-0.00433688
			 2640	-0.0049464
			 6554	-0.00645987
			 8652	-0.00657349
			11280	-0.00467573
			15950	-0.00501458
			26617	-0.00618919
    2	 8671		    2	-0.00657349
			  370	-0.00657349
			 1117	-0.00551149
			 1535	-0.00657349
    3	31618		    3	-0.00510446
			  367	-0.00429143
			 1128	-0.00449494
			 1525	-0.0055332
			 2626	-0.00657248
			 2996	-0.00449494
			 4616	-0.00521809
			 7477	-0.00535343
			 8278	-0.00555694
			10904	-0.00386269
			17118	-0.00381724
			21781	-0.00686689
			23794	-0.0050373
			24172	-0.00521809
			26622	-0.00454039
			34200	-0.00521809
			47872	-0.0050373
    4	11301		    4	-0.0032976
			  356	-0.0013554
			 1884	-0.00182959
			 6542	-0.00298148
    5	13816		    5	-0.000813039
			  371	-0.00250729
			 1140	-0.00327488
			 3010	-0.00395258
			 4611	-0.00298148
			 6548	-0.00395258
			 8261	-0.000677702
			 8650	-0.00501458
			10924	-0.00365918
			15952	-0.0020331
			16287	-0.00347839
    6	32440		    6	-0.00548876
			  358	-0.00399803
			 1127	-0.00420154
			 1522	-0.00476561
			 2625	-0.00458483
			 3012	-0.00352384
			 4615	-0.00454039
			 7474	-0.00535343
			 8276	-0.00623464
			10910	-0.00386269
			17128	-0.00352384
			26620	-0.00386269
			51568	-0.00657349
			51958	-0.0070704
    7	11306		    7	-0.0016488
			  380	-0.0016488
			 1521	-0.00246184
			 1886	-0.00250729
			 6539	-0.00365918
    8	11304		    8	-0.00783799
    9	13821		    9	-0.0020331
			  360	-0.0020331
			 1124	-0.00284614
			 1545	-0.0020331
			 2997	-0.00284614
			 4609	-0.0020331
			16273	-0.0040662
			26607	-0.0030042
   10	13812		   10	-0.0036819
			 1118	-0.0020331
			 1517	-0.0032976
			 1866	-0.00182959
			 2608	-0.0020331
			 2980	-0.0020331
			 4625	-0.00250729
			 8262	-0.000677701
			 8664	-0.00318499
			10900	-0.00250729
			11274	-0.0020331
			15949	-0.0013554
			17106	-0.00318499
			26615	-0.00386269
			32408	-0.000677701
			51934	-0.0013554
   11	 1889		   11	-0.00501458
			 1518	-0.00481107
   12	 6562		   12	-0.00569228
			  378	-0.00433688
			 1516	-0.00433688
			 1863	-0.00616647
			16297	-0.00521809
   13	13808		   13	-0.0013554
			  361	-0.0013554
			 1143	-0.00196493
			 1527	-0.0013554
			 2614	-0.0020331
			 4600	-0.00264263
			 8280	-0.000677702
			15929	-0.0027108
			16280	-0.0027108
   14	13817		   14	-0.0020331
			  364	-0.0020331
			 1114	-0.0013554
			 1528	-0.0013554
			 2622	-0.0020331
			 8640	-0.0020331
			10915	-0.0020331
			16284	-0.0016488
			17111	-0.0013554
			26631	-0.0047439
			32430	-0.0033885
   15	 6561		   15	-0.00551149
			  382	-0.00551149
   16	10926		   16	-0.00598568
			  357	-0.00544331
			 1112	-0.00645986
			 1537	-0.00578216
			 1872	-0.00645986
			 2616	-0.00645986
			 2998	-0.00645986
			 4604	-0.00530798
			 8260	-0.00666338
			 8665	-0.00801878
			11292	-0.00734108
			17114	-0.00578216
			26603	-0.00530798
			32414	-0.00666338
			51945	-0.00734108
   17	13809		   17	-0.00216844
			  365	-0.00216844
			 1131	-0.0013554
			 1526	-0.00149074
			 2641	-0.00149074
			 2986	-0.00149074
			 4605	-0.0020331
			 7454	-0.00318499
			 8293	-0.0020331
			15942	-0.0027108
			16274	-0.0040662
			51951	-0.0027108
   18	 6557		   18	-0.00754459
			  377	-0.00783799
   19	 1894		   19	-0.00454039
			  362	-0.00521809
			 1116	-0.0040662
			 1540	-0.00454039
			 2620	-0.0040662
   20	11302		   20	-0.00115189
			  363	-0.00182959
			 1538	-0.00115189
			 1883	-0.00182959
			 2633	-0.00264263
			 6535	-0.00298148
			16299	-0.000971101
   21	 1147		   21	-0.00734108
			 2617	-0.00657349
   22	 7492		   22	-0.00704768
			  353	-0.00684417
			 1132	-0.00664065
			15948	-0.00657349
   23	 6563		   23	-0.00645986
			  359	-0.00645986
   24	31617		   24	-0.0063018
   25	11310		   25	-0.00454039
			 1882	-0.00569228
   26	 6566		   26	-0.00501458
			  383	-0.00481107
			 1536	-0.00514992
			 1879	-0.00616647
			 2638	-0.00483379
			16291	-0.00521809
   27	 1893		   27	-0.00772538
   28	42346		   28	-0.00338749
   29	11307		   29	-0.00182959
			 1878	-0.00182959
   30	   30		  373	-0.00589579
   31	   31		  354	-0.00589579
			 1880	-0.00772538
			 6545	-0.00783799
   32	   32		61218	-0.0063018
   33	72593		   33	--
			  387	--
			  726	--
			 1152	--
			 1551	--
			 1897	--
			 2237	--
			 2650	--
			 3019	--
			 3393	--
			 3775	--
			 4209	--
			 4639	--
			 5022	--
			 5446	--
			 5822	--
			 6194	--
			 6881	--
			 7180	--
			 7495	--
			 7868	--
			 8301	--
			 8676	--
			 9025	--
			 9347	--
			 9708	--
			10099	--
			10494	--
			10933	--
			11311	--
