Timing criticalities have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest timing criticality in design: 1.99166
Smallest timing criticality in design: 0
Total timing criticality in design: 6201.55

Range		0.0e+00 to 4.0e-01	4.0e-01 to 8.0e-01	8.0e-01 to 1.2e+00	1.2e+00 to 1.6e+00	1.6e+00 to 2.0e+00	
Timing criticalities in range		327			0			522			1840			1740			



Net #	Driver_tnode	 to_node	Timing criticality

    0	54972		    0		1.422296
    1	49313		    1		1.369759
    2	 2491		    2		1.874200
			  365		1.860879
			 2853		1.795240
			 3213		1.808343
			 3576		1.808343
			 3932		1.874417
			 4348		1.873019
			 4682		1.860879
			 5056		1.887520
			 5419		1.874200
			 5755		1.919019
			 7638		1.882409
			36668		1.837647
			37743		1.803449
			39208		1.803231
			39576		1.803231
			39928		1.803231
			40342		1.762995
			40700		1.750695
			41042		1.842722
			41472		1.803231
			41900		1.803231
			42292		1.816334
			42661		1.879333
			43016		1.848051
			45089		1.842722
			45485		1.876117
			46653		1.749675
			47017		1.750695
			48449		1.887578
			48910		1.874692
    3	 2102		    3		1.777061
			  363		1.763523
			 2484		1.834491
			 2858		1.834709
			 3215		1.834491
			 3581		1.847812
			 3959		1.777061
			 4339		1.771732
			 4683		1.758412
			 5050		1.784615
			 5399		1.771732
			24671		1.732516
			25042		1.718978
			36680		1.700764
			39216		1.705875
			39586		1.784312
			39922		1.705875
			40335		1.771732
			40692		1.784615
			41906		1.705875
			42300		1.705875
			43421		1.789750
			45094		1.745366
			45480		1.778761
			46654		1.771732
			47001		1.780159
			49307		1.737374
			53639		1.821721
			55401		1.763798
			57670		1.764015
    4	38882		    4		1.658450
			  364		1.658668
			 2067		1.666659
			 2463		1.658668
			 2849		1.698194
			 3210		1.645347
			 3571		1.658450
			 3944		1.627226
			 4357		1.652536
			 4680		1.640236
			 5046		1.653556
			 5396		1.652536
			 7635		1.684874
			24675		1.627226
			25047		1.600585
			36679		1.790496
			37732		1.640546
			38109		1.627008
			38504		1.658290
			39232		1.600000
			39603		1.587482
			39949		1.600802
			40356		1.586679
			40715		1.600000
			41056		1.653396
			41491		1.600802
			41921		1.574379
			42317		1.587482
			45101		1.632301
			45488		1.664677
			46666		1.586868
			47025		1.600802
			49729		1.542937
    5	 2103		    5		1.923970
			 2471		1.919019
			 3226		1.892414
			36684		1.687661
			39218		1.784925
			39577		1.732299
			41908		1.705875
			42302		1.705875
			45097		1.771790
			45482		1.790901
			46663		1.652158
			48444		1.790221
			48893		1.777118
    6	49319		    6		1.440727
    7	 2875		    7		1.613652
			  367		1.600331
			 2096		1.666188
			 2483		1.671300
			 3231		1.684620
